x	interp	deriv	integ
6.82	0.859342	-0.5071	0.511397
6.83	0.854185	-0.5157	0.519965
6.84	0.848943	-0.5242	0.52848
6.85	0.843616	-0.5327	0.536943
6.86	0.838204	-0.5412	0.545352
6.87	0.832709	-0.5495	0.553707
6.88	0.82713	-0.5579	0.562006
6.89	0.821469	-0.5661	0.570249
6.9	0.815725	-0.5744	0.578435
6.91	0.8099	-0.5825	0.586563
6.92	0.803994	-0.5906	0.594633
6.93	0.798007	-0.5987	0.602643
6.94	0.791941	-0.6066	0.610592
6.95	0.785796	-0.6145	0.618481
6.96	0.779572	-0.6224	0.626308
6.97	0.77327	-0.6302	0.634072
6.98	0.76689	-0.638	0.641773
6.99	0.760434	-0.6456	0.649409
7	0.753902	-0.6532	0.656981
7.01	0.747295	-0.6607	0.664487
7.02	0.740613	-0.6682	0.671927
7.03	0.733856	-0.6757	0.679299
7.04	0.727027	-0.6829	0.686603
7.05	0.720124	-0.6903	0.693839
7.06	0.71315	-0.6974	0.701006
7.07	0.706104	-0.7046	0.708102
7.08	0.698988	-0.7116	0.715127
7.09	0.691802	-0.7186	0.722081
7.1	0.684547	-0.7255	0.728963
7.11	0.677223	-0.7324	0.735772
7.12	0.669831	-0.7392	0.742507
7.13	0.662373	-0.7458	0.749168
7.14	0.654848	-0.7525	0.755754
7.15	0.647258	-0.759	0.762265
7.16	0.639603	-0.7655	0.768699
7.17	0.631884	-0.7719	0.775056
7.18	0.624102	-0.7782	0.781336
7.19	0.616257	-0.7845	0.787538
7.2	0.608351	-0.7906	0.793661
7.21	0.600384	-0.7967	0.799705
7.22	0.592357	-0.8027	0.805669
7.23	0.584271	-0.8086	0.811552
7.24	0.576126	-0.8145	0.817354
7.25	0.567924	-0.8202	0.823074
7.26	0.559665	-0.8259	0.828712
7.27	0.55135	-0.8315	0.834267
7.28	0.54298	-0.837	0.839739
7.29	0.534555	-0.8425	0.845126
7.3	0.526078	-0.8477	0.850429
7.31	0.517547	-0.8531	0.855648
7.32	0.508965	-0.8582	0.86078
7.33	0.500332	-0.8633	0.865827
7.34	0.491648	-0.8684	0.870787
7.35	0.482916	-0.8732	0.875659
7.36	0.474135	-0.8781	0.880445
7.37	0.465307	-0.8828	0.885142
7.38	0.456433	-0.8874	0.889751
7.39	0.447512	-0.8921	0.89427
7.4	0.438547	-0.8965	0.898701
7.41	0.429538	-0.9009	0.903041
7.42	0.420487	-0.9051	0.907291
7.43	0.411393	-0.9094	0.91145
7.44	0.402258	-0.9135	0.915519
7.45	0.393083	-0.9175	0.919495
7.46	0.383868	-0.9215	0.92338
7.47	0.374615	-0.9253	0.927173
7.48	0.365325	-0.929	0.930872
7.49	0.355998	-0.9327	0.934479
7.5	0.346635	-0.9363	0.937992
7.51	0.337238	-0.9397	0.941411
7.52	0.327807	-0.9431	0.944737
7.53	0.318344	-0.9463	0.947967
7.54	0.308848	-0.9496	0.951103
7.55	0.299322	-0.9526	0.954144
7.56	0.289765	-0.9557	0.95709
7.57	0.28018	-0.9585	0.959939
7.58	0.270567	-0.9613	0.962693
7.59	0.260926	-0.9641	0.965351
7.6	0.25126	-0.9666	0.967912
7.61	0.241568	-0.9692	0.970376
7.62	0.231852	-0.9716	0.972743
7.63	0.222114	-0.9738	0.975013
7.64	0.212352	-0.9762	0.977185
7.65	0.20257	-0.9782	0.97926
7.66	0.192767	-0.9803	0.981236
7.67	0.182945	-0.9822	0.983115
7.68	0.173105	-0.984	0.984895
7.69	0.163248	-0.9857	0.986577
7.7	0.153374	-0.9874	0.98816
7.71	0.143485	-0.9889	0.989644
7.72	0.133581	-0.9904	0.99103
7.73	0.123664	-0.9917	0.992316
7.74	0.113735	-0.9929	0.993503
7.75	0.103794	-0.9941	0.99459
7.76	0.0938433	-0.99507	0.995579
7.77	0.0838829	-0.99604	0.996467
7.78	0.0739142	-0.99687	0.997256
7.79	0.063938	-0.99762	0.997945
7.8	0.0539554	-0.99826	0.998535
7.81	0.0439675	-0.99879	0.999025
7.82	0.0339751	-0.99924	0.999414
7.83	0.0239793	-0.99958	0.999704
7.84	0.0139812	-0.99981	0.999894
7.85	0.00398162	-0.999958	0.999984
7.86	-0.00601833	-0.999995	0.999973
7.87	-0.0160177	-0.999937	0.999863
7.88	-0.0260154	-0.99977	0.999653
7.89	-0.0360106	-0.99952	0.999343
7.9	-0.0460021	-0.99915	0.998933
7.91	-0.0559891	-0.9987	0.998423
7.92	-0.0659704	-0.99813	0.997813
7.93	-0.0759452	-0.99748	0.997104
7.94	-0.0859123	-0.99671	0.996294
7.95	-0.0958709	-0.99586	0.995385
7.96	-0.10582	-0.99491	0.994377
7.97	-0.115758	-0.9938	0.993269
7.98	-0.125685	-0.9927	0.992062
7.99	-0.135599	-0.9914	0.990755
8	-0.1455	-0.9901	0.98935
8.01	-0.155386	-0.9886	0.987846
8.02	-0.165257	-0.9871	0.986242
8.03	-0.175111	-0.9854	0.98454
8.04	-0.184947	-0.9836	0.98274
8.05	-0.194765	-0.9818	0.980842
8.06	-0.204564	-0.9799	0.978845
8.07	-0.214342	-0.9778	0.97675
8.08	-0.224099	-0.9757	0.974558
8.09	-0.233833	-0.9734	0.972269
8.1	-0.243544	-0.9711	0.969882
8.11	-0.253231	-0.9687	0.967398
8.12	-0.262892	-0.9661	0.964817
8.13	-0.272527	-0.9635	0.96214
8.14	-0.282135	-0.9608	0.959367
8.15	-0.291714	-0.9579	0.956498
8.16	-0.301264	-0.955	0.953533
8.17	-0.310785	-0.9521	0.950472
8.18	-0.320274	-0.9489	0.947317
8.19	-0.329731	-0.9457	0.944067
8.2	-0.339155	-0.9424	0.940723
8.21	-0.348545	-0.939	0.937284
8.22	-0.3579	-0.9355	0.933752
8.23	-0.36722	-0.932	0.930126
8.24	-0.376503	-0.9283	0.926408
8.25	-0.385748	-0.9245	0.922596
8.26	-0.394955	-0.9207	0.918693
8.27	-0.404122	-0.9167	0.914698
8.28	-0.413248	-0.9126	0.910611
8.29	-0.422334	-0.9086	0.906433
8.3	-0.431377	-0.9043	0.902164
8.31	-0.440377	-0.9	0.897805
8.32	-0.449333	-0.8956	0.893357
8.33	-0.458244	-0.8911	0.888819
8.34	-0.467109	-0.8865	0.884192
8.35	-0.475928	-0.8819	0.879477
8.36	-0.484698	-0.877	0.874674
8.37	-0.493421	-0.8723	0.869783
8.38	-0.502094	-0.8673	0.864806
8.39	-0.510717	-0.8623	0.859742
8.4	-0.519289	-0.8572	0.854592
8.41	-0.527809	-0.852	0.849356
8.42	-0.536276	-0.8467	0.844036
8.43	-0.544689	-0.8413	0.838631
8.44	-0.553048	-0.8359	0.833142
8.45	-0.561352	-0.8304	0.82757
8.46	-0.569599	-0.8247	0.821916
8.47	-0.57779	-0.8191	0.816179
8.48	-0.585923	-0.8133	0.81036
8.49	-0.593997	-0.8074	0.80446
8.5	-0.602012	-0.8015	0.79848
8.51	-0.609967	-0.7955	0.79242
8.52	-0.61786	-0.7893	0.786281
8.53	-0.625692	-0.7832	0.780064
8.54	-0.633461	-0.7769	0.773768
8.55	-0.641167	-0.7706	0.767395
8.56	-0.648809	-0.7642	0.760945
8.57	-0.656386	-0.7577	0.754419
8.58	-0.663897	-0.7511	0.747817
8.59	-0.671342	-0.7445	0.741141
8.6	-0.67872	-0.7378	0.734391
8.61	-0.68603	-0.731	0.727567
8.62	-0.693271	-0.7241	0.720671
8.63	-0.700443	-0.7172	0.713702
8.64	-0.707545	-0.7102	0.706662
8.65	-0.714576	-0.7031	0.699552
8.66	-0.721536	-0.696	0.692371
8.67	-0.728424	-0.6888	0.685121
8.68	-0.735238	-0.6814	0.677803
8.69	-0.74198	-0.6742	0.670417
8.7	-0.748647	-0.6667	0.662964
8.71	-0.755239	-0.6592	0.655444
8.72	-0.761755	-0.6516	0.647859
8.73	-0.768196	-0.6441	0.640209
8.74	-0.77456	-0.6364	0.632496
8.75	-0.780846	-0.6286	0.624719
8.76	-0.787054	-0.6208	0.616879
8.77	-0.793183	-0.6129	0.608978
8.78	-0.799233	-0.605	0.601016
8.79	-0.805203	-0.597	0.592994
8.8	-0.811093	-0.589	0.584912
8.81	-0.816902	-0.5809	0.576772
8.82	-0.822628	-0.5726	0.568575
8.83	-0.828273	-0.5645	0.56032
8.84	-0.833835	-0.5562	0.55201
8.85	-0.839313	-0.5478	0.543644
8.86	-0.844707	-0.5394	0.535224
8.87	-0.850017	-0.531	0.52675
8.88	-0.855242	-0.5225	0.518224
8.89	-0.860382	-0.514	0.509646
8.9	-0.865435	-0.5053	0.501017
8.91	-0.870402	-0.4967	0.492337
8.92	-0.875282	-0.488	0.483609
8.93	-0.880074	-0.4792	0.474832
8.94	-0.884778	-0.4704	0.466008
8.95	-0.889394	-0.4616	0.457137
8.96	-0.893921	-0.4527	0.448221
8.97	-0.898359	-0.4438	0.439259
8.98	-0.902706	-0.4347	0.430254
8.99	-0.906964	-0.4258	0.421205
9	-0.91113	-0.4166	0.412115
9.01	-0.915206	-0.4076	0.402983
9.02	-0.91919	-0.3984	0.393811
9.03	-0.923082	-0.3892	0.3846
9.04	-0.926882	-0.38	0.37535
9.05	-0.930589	-0.3707	0.366063
9.06	-0.934203	-0.3614	0.356739
9.07	-0.937724	-0.3521	0.347379
9.08	-0.941151	-0.3427	0.337985
9.09	-0.944483	-0.3332	0.328557
9.1	-0.947722	-0.3239	0.319096
9.11	-0.950865	-0.3143	0.309603
9.12	-0.953914	-0.3049	0.300079
9.13	-0.956867	-0.2953	0.290525
9.14	-0.959724	-0.2857	0.280942
9.15	-0.962485	-0.2761	0.271331
9.16	-0.965151	-0.2666	0.261693
9.17	-0.967719	-0.2568	0.252028
9.18	-0.970191	-0.2472	0.242339
9.19	-0.972566	-0.2375	0.232625
9.2	-0.974844	-0.2278	0.222888
9.21	-0.977024	-0.218	0.213129
9.22	-0.979106	-0.2082	0.203348
9.23	-0.981091	-0.1985	0.193547
9.24	-0.982977	-0.1886	0.183727
9.25	-0.984765	-0.1788	0.173888
9.26	-0.986455	-0.169	0.164032
9.27	-0.988046	-0.1591	0.154159
9.28	-0.989538	-0.1492	0.144271
9.29	-0.990931	-0.1393	0.134369
9.3	-0.992225	-0.1294	0.124453
9.31	-0.99342	-0.1195	0.114525
9.32	-0.994516	-0.1096	0.104585
9.33	-0.995512	-0.0996	0.0946353
9.34	-0.996409	-0.0897	0.0846757
9.35	-0.997205	-0.0796	0.0747076
9.36	-0.997903	-0.0698	0.064732
9.37	-0.9985	-0.0597	0.05475
9.38	-0.998998	-0.0498	0.0447625
9.39	-0.999395	-0.0397	0.0347706
9.4	-0.999693	-0.0298	0.0247751
9.41	-0.999891	-0.0198	0.0147772
9.42	-0.999989	-0.0098	0.00477781
9.43	-0.999986	0.0003	-0.00522206
9.44	-0.999884	0.0102	-0.0152214
9.45	-0.999682	0.0202	-0.0252192
9.46	-0.99938	0.0302	-0.0352146
9.47	-0.998978	0.0402	-0.0452063
9.48	-0.998476	0.0502	-0.0551936
9.49	-0.997874	0.0602	-0.0651754
9.5	-0.997172	0.0702	-0.0751506
9.51	-0.996371	0.0801	-0.0851183
9.52	-0.99547	0.0901	-0.0950775
9.53	-0.994469	0.1001	-0.105027
9.54	-0.993369	0.11	-0.114966
9.55	-0.99217	0.1199	-0.124894
9.56	-0.990871	0.1299	-0.134809
9.57	-0.989474	0.1397	-0.144711
9.58	-0.987977	0.1497	-0.154598
9.59	-0.986382	0.1595	-0.16447
9.6	-0.984688	0.1694	-0.174325
9.61	-0.982895	0.1793	-0.184163
9.62	-0.981005	0.189	-0.193983
9.63	-0.979016	0.1989	-0.203783
9.64	-0.976929	0.2087	-0.213563
9.65	-0.974745	0.2184	-0.223321
9.66	-0.972463	0.2282	-0.233057
9.67	-0.970083	0.238	-0.24277
9.68	-0.967607	0.2476	-0.252458
9.69	-0.965034	0.2573	-0.262121
9.7	-0.962365	0.2669	-0.271758
9.71	-0.959599	0.2766	-0.281368
9.72	-0.956738	0.2861	-0.29095
9.73	-0.95378	0.2958	-0.300503
9.74	-0.950728	0.3052	-0.310025
9.75	-0.94758	0.3148	-0.319517
9.76	-0.944337	0.3243	-0.328976
9.77	-0.941	0.3337	-0.338403
9.78	-0.937569	0.3431	-0.347796
9.79	-0.934044	0.3525	-0.357154
9.8	-0.930426	0.3618	-0.366476
9.81	-0.926715	0.3711	-0.375762
9.82	-0.922911	0.3804	-0.38501
9.83	-0.919015	0.3896	-0.39422
9.84	-0.915027	0.3988	-0.40339
9.85	-0.910947	0.408	-0.41252
9.86	-0.906776	0.4171	-0.421608
9.87	-0.902515	0.4261	-0.430655
9.88	-0.898163	0.4352	-0.439658
9.89	-0.893722	0.4441	-0.448618
9.9	-0.889191	0.4531	-0.457532
9.91	-0.884571	0.462	-0.466401
9.92	-0.879863	0.4708	-0.475223
9.93	-0.875067	0.4796	-0.483998
9.94	-0.870183	0.4884	-0.492724
9.95	-0.865213	0.497	-0.501401
9.96	-0.860155	0.5058	-0.510028
9.97	-0.855012	0.5143	-0.518604
9.98	-0.849783	0.5229	-0.527128
9.99	-0.84447	0.5313	-0.535599
10	-0.839072	0.5398	-0.544017
